Vulnerability_ID,Date_Discovered,System_ID,Vulnerability_Type,Severity,CVSS_Score,Status,Date_Closed,Days_To_Remediate,Remediation_Owner,Business_Impact,Exploit_Available
VUL-2024-0334,2025-01-28,SYS-016,Outdated Software,Medium,4.3,Open,,,Security Team,Medium,No
VUL-2024-0335,2024-01-03,SYS-024,Weak Authentication,Medium,5.8,Closed,2024-01-13,10,IT Operations,Medium,No
VUL-2024-0336,2025-06-27,SYS-007,Misconfiguration,Medium,5.0,Closed,2025-07-16,19,Development Team,Medium,No
VUL-2024-0337,2024-02-22,SYS-007,Outdated Software,Critical,9.4,In Progress,,,IT Operations,High,No
VUL-2024-0338,2024-02-29,SYS-005,Cross-Site Scripting,Low,3.2,Closed,2024-03-13,13,IT Operations,Low,No
VUL-2024-0339,2025-10-13,SYS-007,Cross-Site Scripting,Medium,6.1,Closed,2025-10-23,10,Security Team,Medium,No
VUL-2024-0340,2024-02-29,SYS-014,Weak Authentication,High,8.1,Open,,,IT Operations,High,No
VUL-2024-0341,2025-07-16,SYS-028,Buffer Overflow,Medium,6.7,Open,,,Development Team,Medium,No
VUL-2024-0342,2025-03-29,SYS-009,Outdated Software,High,7.8,Closed,2025-04-26,28,Infrastructure Team,Medium,No
VUL-2024-0343,2024-02-14,SYS-019,Buffer Overflow,Medium,5.5,Open,,,Security Team,Medium,No
VUL-2024-0344,2024-11-22,SYS-004,Buffer Overflow,Medium,5.9,Closed,2024-12-13,21,IT Operations,Medium,No
VUL-2024-0345,2024-11-16,SYS-019,Weak Authentication,Critical,9.7,In Progress,,,Development Team,High,No
VUL-2024-0346,2024-01-04,SYS-001,Cross-Site Scripting,Medium,4.2,Closed,2024-01-16,12,Development Team,Medium,No
VUL-2024-0347,2024-06-27,SYS-002,Outdated Software,High,7.4,Closed,2024-07-21,24,IT Operations,High,No
VUL-2024-0348,2025-03-08,SYS-023,Misconfiguration,High,7.7,Open,,,Infrastructure Team,High,No
VUL-2024-0349,2025-10-11,SYS-030,SQL Injection,Low,0.1,Closed,2025-10-24,13,Development Team,Low,No
VUL-2024-0350,2025-01-08,SYS-027,Buffer Overflow,High,8.3,Open,,,Development Team,Medium,Yes
VUL-2024-0351,2024-03-22,SYS-003,Cross-Site Scripting,High,8.4,Closed,2024-04-06,15,IT Operations,High,Yes
VUL-2024-0352,2025-03-09,SYS-001,Misconfiguration,High,8.3,Closed,2025-03-30,21,Infrastructure Team,High,No
VUL-2024-0353,2025-04-27,SYS-022,Misconfiguration,Medium,6.3,Closed,2025-05-12,15,Development Team,Medium,No
VUL-2024-0354,2024-03-03,SYS-024,Cross-Site Scripting,Medium,5.2,Closed,2024-03-20,17,Security Team,Low,No
VUL-2024-0355,2024-11-10,SYS-007,Buffer Overflow,Medium,5.8,Open,,,Security Team,Medium,No
VUL-2024-0356,2025-04-30,SYS-019,SQL Injection,Critical,9.7,Closed,2025-06-10,41,Development Team,High,Yes
VUL-2024-0357,2024-06-24,SYS-009,Misconfiguration,Medium,6.4,Closed,2024-07-11,17,IT Operations,Medium,No
VUL-2024-0358,2025-04-11,SYS-017,SQL Injection,Critical,9.2,Open,,,IT Operations,High,Yes
VUL-2024-0359,2025-04-07,SYS-026,Outdated Software,High,8.6,Closed,2025-04-27,20,Development Team,Medium,No
VUL-2024-0360,2025-04-03,SYS-023,Cross-Site Scripting,Medium,4.1,Closed,2025-04-18,15,Security Team,Medium,No
VUL-2024-0361,2024-02-27,SYS-007,Outdated Software,Critical,9.4,Closed,2024-03-31,33,IT Operations,High,Yes
VUL-2024-0362,2025-05-18,SYS-001,Buffer Overflow,Critical,9.6,Open,,,Development Team,High,Yes
VUL-2024-0363,2025-10-04,SYS-009,Weak Authentication,High,7.6,Closed,2025-10-17,13,Infrastructure Team,High,No
VUL-2024-0364,2024-01-06,SYS-017,Cross-Site Scripting,Medium,6.2,Closed,2024-01-17,11,IT Operations,Medium,No
VUL-2024-0365,2025-10-28,SYS-023,Outdated Software,Medium,6.8,Closed,2025-11-18,21,IT Operations,Medium,Yes
VUL-2024-0366,2025-03-18,SYS-018,SQL Injection,Low,1.3,Closed,2025-03-27,9,Infrastructure Team,Low,No
VUL-2024-0367,2024-03-06,SYS-007,Cross-Site Scripting,Medium,4.6,Open,,,Development Team,Low,No
VUL-2024-0368,2025-01-18,SYS-003,Weak Authentication,Low,0.4,Closed,2025-01-24,6,IT Operations,Low,No
VUL-2024-0369,2024-11-22,SYS-021,SQL Injection,Critical,9.3,In Progress,,,IT Operations,High,No
VUL-2024-0370,2025-04-23,SYS-019,Misconfiguration,Low,2.3,Open,,,Security Team,Low,No
VUL-2024-0371,2024-04-24,SYS-021,Outdated Software,Medium,6.4,In Progress,,,Development Team,Medium,No
VUL-2024-0372,2024-10-18,SYS-003,Weak Authentication,High,8.2,Open,,,Development Team,High,No
VUL-2024-0373,2025-04-24,SYS-003,SQL Injection,High,8.6,In Progress,,,Development Team,High,Yes
VUL-2024-0374,2024-06-29,SYS-030,Misconfiguration,Low,2.6,Closed,2024-07-06,7,Security Team,Low,No
VUL-2024-0375,2025-05-10,SYS-004,Misconfiguration,High,8.0,Closed,2025-05-28,18,Security Team,High,No
VUL-2024-0376,2025-10-22,SYS-005,Misconfiguration,High,7.3,Closed,2025-11-13,22,Infrastructure Team,High,No
VUL-2024-0377,2025-05-16,SYS-029,SQL Injection,Critical,9.2,Closed,2025-07-03,48,Security Team,High,Yes
VUL-2024-0378,2025-05-17,SYS-027,Outdated Software,Medium,5.1,Open,,,Infrastructure Team,Medium,No
VUL-2024-0379,2025-02-27,SYS-008,Buffer Overflow,Medium,4.8,Closed,2025-03-22,23,Security Team,Medium,No
VUL-2024-0380,2025-09-03,SYS-017,Outdated Software,High,8.8,Closed,2025-09-26,23,Security Team,Medium,No
VUL-2024-0381,2025-01-20,SYS-001,Cross-Site Scripting,Critical,9.4,Closed,2025-02-26,37,IT Operations,High,Yes
VUL-2024-0382,2024-03-12,SYS-019,Cross-Site Scripting,Medium,5.9,Open,,,IT Operations,Medium,No
VUL-2024-0383,2024-03-27,SYS-012,Cross-Site Scripting,High,7.1,Closed,2024-04-16,20,IT Operations,Medium,Yes
VUL-2024-0384,2024-03-30,SYS-006,Outdated Software,High,8.1,In Progress,,,Infrastructure Team,High,No
VUL-2024-0385,2025-01-16,SYS-005,Outdated Software,High,8.1,Closed,2025-02-05,20,IT Operations,High,No
VUL-2024-0386,2025-10-20,SYS-019,Cross-Site Scripting,Medium,5.1,Closed,2025-11-06,17,Security Team,Low,No
VUL-2024-0387,2024-12-05,SYS-019,Cross-Site Scripting,High,7.9,Open,,,Security Team,High,No
VUL-2024-0388,2025-02-01,SYS-027,Buffer Overflow,High,8.3,Closed,2025-03-01,28,Security Team,High,No
VUL-2024-0389,2024-05-26,SYS-015,Buffer Overflow,Medium,5.1,Open,,,IT Operations,Medium,No
VUL-2024-0390,2025-09-03,SYS-009,Misconfiguration,High,7.8,Closed,2025-09-18,15,Development Team,High,No
VUL-2024-0391,2025-02-13,SYS-021,Weak Authentication,Critical,9.8,Closed,2025-03-16,31,Security Team,High,No
VUL-2024-0392,2024-06-28,SYS-017,Misconfiguration,High,7.7,In Progress,,,Development Team,High,No
VUL-2024-0393,2025-01-12,SYS-018,Misconfiguration,High,7.5,Closed,2025-02-09,28,Development Team,High,Yes
VUL-2024-0394,2025-08-04,SYS-023,Outdated Software,Critical,9.8,Closed,2025-09-13,40,Security Team,High,No
VUL-2024-0395,2024-11-18,SYS-019,Weak Authentication,Medium,6.0,Closed,2024-11-27,9,IT Operations,Low,No
VUL-2024-0396,2025-01-20,SYS-014,SQL Injection,Medium,4.8,Closed,2025-02-08,19,Security Team,Medium,No
VUL-2024-0397,2025-04-17,SYS-009,Misconfiguration,Medium,4.2,Closed,2025-04-30,13,IT Operations,Medium,No
VUL-2024-0398,2025-06-10,SYS-006,Misconfiguration,High,8.0,Closed,2025-07-08,28,IT Operations,High,No
VUL-2024-0399,2025-10-03,SYS-030,Buffer Overflow,Medium,5.2,Closed,2025-10-20,17,IT Operations,Medium,No
VUL-2024-0400,2024-01-03,SYS-018,Buffer Overflow,High,8.6,Closed,2024-01-28,25,Development Team,High,No
VUL-2024-0401,2025-01-13,SYS-019,Outdated Software,Medium,4.5,Closed,2025-01-25,12,Security Team,Medium,No
VUL-2024-0402,2025-06-09,SYS-026,Misconfiguration,Medium,4.7,In Progress,,,Development Team,Low,No
VUL-2024-0403,2025-01-15,SYS-027,SQL Injection,Critical,9.5,Closed,2025-03-12,56,IT Operations,High,No
VUL-2024-0404,2025-05-08,SYS-024,Outdated Software,Low,3.7,Closed,2025-05-14,6,Development Team,Low,No
VUL-2024-0405,2024-09-13,SYS-022,Outdated Software,Medium,4.2,Closed,2024-10-02,19,Security Team,Low,No
VUL-2024-0406,2025-10-22,SYS-028,Cross-Site Scripting,High,7.9,Closed,2025-11-07,16,Security Team,High,Yes
VUL-2024-0407,2025-07-27,SYS-019,Cross-Site Scripting,High,8.5,In Progress,,,IT Operations,Medium,No
VUL-2024-0408,2024-01-16,SYS-011,Outdated Software,Low,2.0,In Progress,,,Security Team,Low,No
VUL-2024-0409,2025-02-13,SYS-007,Misconfiguration,High,7.2,Closed,2025-03-10,25,IT Operations,High,No
VUL-2024-0410,2025-05-06,SYS-014,Cross-Site Scripting,High,8.3,Closed,2025-05-29,23,Security Team,High,No
VUL-2024-0411,2024-02-12,SYS-019,Outdated Software,Critical,9.2,Closed,2024-04-10,58,IT Operations,High,No
VUL-2024-0412,2024-11-16,SYS-013,Outdated Software,Medium,6.0,Closed,2024-11-30,14,IT Operations,Medium,No
VUL-2024-0413,2025-10-22,SYS-008,SQL Injection,Medium,6.1,Closed,2025-11-02,11,Development Team,Medium,No
VUL-2024-0414,2025-05-16,SYS-024,Cross-Site Scripting,Critical,9.4,In Progress,,,Development Team,High,No
VUL-2024-0415,2025-03-19,SYS-001,SQL Injection,High,8.3,Closed,2025-04-05,17,Security Team,Medium,Yes
VUL-2024-0416,2025-05-09,SYS-010,Misconfiguration,Critical,9.6,Closed,2025-06-30,52,Security Team,High,Yes
VUL-2024-0417,2025-08-31,SYS-019,Misconfiguration,Medium,5.7,Closed,2025-09-13,13,Infrastructure Team,Medium,No
VUL-2024-0418,2025-02-25,SYS-023,SQL Injection,Low,1.5,Closed,2025-03-04,7,Infrastructure Team,Low,No
VUL-2024-0419,2025-04-30,SYS-010,Weak Authentication,High,8.2,Open,,,Security Team,High,No
VUL-2024-0420,2025-04-23,SYS-008,Weak Authentication,High,7.8,In Progress,,,Development Team,High,No
VUL-2024-0421,2024-03-28,SYS-001,Buffer Overflow,Critical,9.2,Open,,,Security Team,High,No
VUL-2024-0422,2024-02-29,SYS-015,SQL Injection,High,7.1,Closed,2024-03-26,26,Infrastructure Team,High,No
VUL-2024-0423,2024-02-29,SYS-012,Cross-Site Scripting,Medium,4.7,Closed,2024-03-14,14,Security Team,Medium,No
VUL-2024-0424,2024-01-12,SYS-026,Outdated Software,High,8.6,In Progress,,,IT Operations,High,No
VUL-2024-0425,2025-02-19,SYS-019,Weak Authentication,Low,2.9,Closed,2025-02-26,7,IT Operations,Low,No
VUL-2024-0426,2025-09-16,SYS-018,SQL Injection,Medium,5.3,Closed,2025-09-30,14,Security Team,Medium,No
VUL-2024-0427,2025-06-05,SYS-010,Misconfiguration,High,8.0,In Progress,,,Security Team,Medium,No
VUL-2024-0428,2025-03-26,SYS-001,Outdated Software,High,7.4,Closed,2025-04-18,23,Security Team,Medium,No
VUL-2024-0429,2024-12-09,SYS-003,Weak Authentication,High,7.5,Closed,2025-01-03,25,Development Team,Medium,No
VUL-2024-0430,2025-07-06,SYS-004,SQL Injection,Low,2.5,Closed,2025-07-14,8,Development Team,Low,No
VUL-2024-0431,2024-11-05,SYS-001,Misconfiguration,Critical,9.0,Closed,2024-12-04,29,Security Team,High,No
VUL-2024-0432,2024-01-03,SYS-004,Misconfiguration,Medium,4.6,Closed,2024-01-20,17,Development Team,Low,No
VUL-2024-0433,2025-06-11,SYS-003,Buffer Overflow,Critical,10.0,Closed,2025-07-16,35,Security Team,High,No
VUL-2024-0434,2024-03-29,SYS-025,Outdated Software,High,8.6,Open,,,Security Team,Medium,Yes
VUL-2024-0435,2025-10-07,SYS-014,Buffer Overflow,Critical,9.1,In Progress,,,Security Team,High,No
VUL-2024-0436,2025-10-06,SYS-020,SQL Injection,Medium,6.2,Closed,2025-10-24,18,Security Team,Medium,No
VUL-2024-0437,2025-08-28,SYS-022,SQL Injection,Critical,9.2,Closed,2025-10-06,39,Security Team,High,Yes
VUL-2024-0438,2024-02-26,SYS-008,SQL Injection,Critical,9.6,Closed,2024-04-22,56,IT Operations,High,No
VUL-2024-0439,2024-02-06,SYS-016,Weak Authentication,High,8.2,Closed,2024-02-27,21,IT Operations,Medium,No
VUL-2024-0440,2024-02-08,SYS-009,Misconfiguration,High,8.5,In Progress,,,Development Team,High,No
VUL-2024-0441,2025-05-09,SYS-027,Misconfiguration,Medium,6.0,Closed,2025-05-30,21,IT Operations,Medium,No
VUL-2024-0442,2024-11-24,SYS-014,Misconfiguration,Medium,6.7,Closed,2024-12-07,13,IT Operations,Medium,No
VUL-2024-0443,2025-02-15,SYS-001,Weak Authentication,Medium,5.5,In Progress,,,Development Team,Medium,No
VUL-2024-0444,2025-04-18,SYS-025,Cross-Site Scripting,Medium,5.5,Open,,,IT Operations,Medium,No
VUL-2024-0445,2024-02-17,SYS-022,SQL Injection,Medium,6.4,Closed,2024-02-28,11,Security Team,Medium,No
VUL-2024-0446,2024-01-21,SYS-025,Weak Authentication,Medium,5.4,In Progress,,,Security Team,Medium,No
VUL-2024-0447,2024-01-30,SYS-007,Misconfiguration,High,8.8,Closed,2024-02-28,29,IT Operations,High,No
VUL-2024-0448,2025-09-27,SYS-011,Buffer Overflow,Medium,4.2,Closed,2025-10-17,20,Security Team,Medium,No
VUL-2024-0449,2025-10-31,SYS-017,SQL Injection,Medium,6.1,Closed,2025-11-17,17,Security Team,Medium,No
VUL-2024-0450,2025-10-18,SYS-023,Outdated Software,High,8.4,Closed,2025-11-03,16,Development Team,High,Yes
VUL-2024-0451,2025-06-18,SYS-012,Outdated Software,Low,2.6,In Progress,,,Infrastructure Team,Low,No
VUL-2024-0452,2025-03-11,SYS-026,Outdated Software,Medium,6.2,In Progress,,,IT Operations,Medium,No
VUL-2024-0453,2025-06-30,SYS-023,Outdated Software,Medium,6.8,Open,,,Development Team,Low,No
VUL-2024-0454,2025-02-10,SYS-001,Cross-Site Scripting,Low,0.9,Closed,2025-02-22,12,Development Team,Low,No
VUL-2024-0455,2024-08-18,SYS-017,Misconfiguration,Medium,6.7,Closed,2024-09-01,14,IT Operations,Medium,No
VUL-2024-0456,2025-09-08,SYS-008,Outdated Software,Medium,4.3,Closed,2025-09-21,13,Security Team,Medium,No
VUL-2024-0457,2025-01-16,SYS-025,Weak Authentication,Medium,6.0,Closed,2025-01-26,10,Security Team,Medium,No
VUL-2024-0458,2024-02-02,SYS-028,Outdated Software,High,7.7,Closed,2024-02-16,14,Development Team,Medium,Yes
VUL-2024-0459,2025-04-20,SYS-028,Weak Authentication,Critical,9.8,Closed,2025-06-09,50,IT Operations,High,No
VUL-2024-0460,2025-03-11,SYS-016,Cross-Site Scripting,Critical,9.2,In Progress,,,Infrastructure Team,High,No
VUL-2024-0461,2025-03-03,SYS-007,Outdated Software,Medium,6.3,Closed,2025-03-19,16,Security Team,Medium,Yes
VUL-2024-0462,2024-12-03,SYS-012,Outdated Software,High,8.5,In Progress,,,IT Operations,High,No
VUL-2024-0463,2024-03-20,SYS-030,Misconfiguration,High,7.5,Closed,2024-04-19,30,IT Operations,High,No
VUL-2024-0464,2024-02-14,SYS-013,Outdated Software,Medium,4.6,Closed,2024-02-25,11,Security Team,Medium,No
VUL-2024-0465,2025-04-26,SYS-014,Cross-Site Scripting,Medium,5.3,Closed,2025-05-12,16,Security Team,Low,No
VUL-2024-0466,2024-02-02,SYS-008,Weak Authentication,Medium,6.7,Closed,2024-02-14,12,IT Operations,Medium,No
VUL-2024-0467,2024-01-07,SYS-023,Cross-Site Scripting,Medium,4.6,In Progress,,,IT Operations,Low,No
VUL-2024-0468,2025-05-13,SYS-019,Weak Authentication,High,8.0,Closed,2025-06-09,27,Security Team,Medium,No
VUL-2024-0469,2024-01-21,SYS-029,SQL Injection,High,7.7,In Progress,,,Development Team,High,No
VUL-2024-0470,2025-04-08,SYS-030,Misconfiguration,Critical,10.0,In Progress,,,Development Team,High,No
VUL-2024-0471,2024-03-17,SYS-030,Misconfiguration,Medium,6.7,Closed,2024-03-30,13,Infrastructure Team,Medium,No
VUL-2024-0472,2025-05-01,SYS-010,Outdated Software,Medium,5.0,Closed,2025-05-18,17,Infrastructure Team,Medium,No
VUL-2024-0473,2025-04-29,SYS-012,SQL Injection,Critical,9.9,Closed,2025-06-01,33,Security Team,High,No
VUL-2024-0474,2025-04-03,SYS-023,Misconfiguration,Medium,6.8,Open,,,IT Operations,Medium,No
VUL-2024-0475,2024-11-20,SYS-009,Misconfiguration,High,7.3,Closed,2024-12-12,22,IT Operations,High,Yes
VUL-2024-0476,2025-05-29,SYS-017,Cross-Site Scripting,Low,1.7,Open,,,Security Team,Low,No
VUL-2024-0477,2025-10-04,SYS-006,Cross-Site Scripting,High,8.4,In Progress,,,Infrastructure Team,High,No
VUL-2024-0478,2025-06-21,SYS-029,Outdated Software,Low,0.7,Closed,2025-07-03,12,Security Team,Low,No
VUL-2024-0479,2025-04-09,SYS-019,Weak Authentication,Critical,9.2,Closed,2025-05-29,50,Security Team,High,Yes
VUL-2024-0480,2025-06-05,SYS-016,Misconfiguration,High,7.9,Closed,2025-06-30,25,Security Team,High,Yes
VUL-2024-0481,2024-04-14,SYS-024,SQL Injection,Low,3.6,Closed,2024-04-25,11,IT Operations,Low,No
VUL-2024-0482,2024-03-06,SYS-028,Outdated Software,High,8.6,In Progress,,,Development Team,High,No
VUL-2024-0483,2025-04-27,SYS-011,Outdated Software,High,7.7,Closed,2025-05-10,13,IT Operations,Medium,Yes
VUL-2024-0484,2025-10-17,SYS-018,Buffer Overflow,Medium,4.1,Closed,2025-11-02,16,IT Operations,Medium,No
VUL-2024-0485,2024-12-10,SYS-024,Outdated Software,Medium,5.3,Closed,2024-12-26,16,Infrastructure Team,Medium,No
VUL-2024-0486,2025-01-21,SYS-014,Buffer Overflow,Medium,5.5,Open,,,Security Team,Medium,Yes
VUL-2024-0487,2025-01-29,SYS-023,Cross-Site Scripting,Medium,6.6,Closed,2025-02-14,16,IT Operations,Low,No
VUL-2024-0488,2025-05-04,SYS-003,Buffer Overflow,High,7.9,Closed,2025-05-28,24,Development Team,Medium,No
VUL-2024-0489,2025-04-06,SYS-011,Outdated Software,Critical,9.0,Open,,,Security Team,High,Yes
VUL-2024-0490,2025-06-02,SYS-013,Outdated Software,Medium,6.1,Closed,2025-06-14,12,Security Team,Low,No
VUL-2024-0491,2024-01-25,SYS-008,Misconfiguration,High,7.9,Closed,2024-02-21,27,Security Team,Medium,Yes
VUL-2024-0492,2025-03-16,SYS-014,Outdated Software,Medium,4.2,Closed,2025-03-27,11,Development Team,Medium,No
VUL-2024-0493,2025-06-07,SYS-001,Cross-Site Scripting,Low,0.3,Closed,2025-06-22,15,Development Team,Low,No
VUL-2024-0494,2025-07-10,SYS-010,SQL Injection,Medium,4.1,Open,,,IT Operations,Medium,No
VUL-2024-0495,2025-03-26,SYS-018,Misconfiguration,High,8.4,Open,,,Development Team,High,No
VUL-2024-0496,2025-06-25,SYS-013,Misconfiguration,Medium,4.2,Closed,2025-07-11,16,IT Operations,Medium,No
VUL-2024-0497,2025-02-23,SYS-007,SQL Injection,Low,0.5,Closed,2025-03-08,13,Security Team,Low,No
VUL-2024-0498,2025-03-26,SYS-030,Outdated Software,High,7.8,Closed,2025-04-11,16,IT Operations,High,No
VUL-2024-0499,2025-04-16,SYS-017,Weak Authentication,Medium,5.4,Open,,,Development Team,Low,Yes
VUL-2024-0500,2024-01-21,SYS-024,Buffer Overflow,Medium,6.5,In Progress,,,Security Team,Medium,No
